id,market,survey_date,customer_name,month,quarter,rating
4779,US,28/11/2021,Kathy Evans,11,4,2
4780,UK,10/1/21,Jessica Schneider,1,1,10
4781,UK,13/09/2021,Lisa Patterson,9,3,6
4782,UK,16/08/2021,Robert Matthews,8,3,3
4783,UK,22/12/2021,Cindy Jennings,12,4,8
4784,UK,30/12/2021,Brady Burns,12,4,9
4785,UK,8/8/21,Michael Hanson,8,3,10
4786,UK,16/03/2021,Susan Osborne,3,1,10
4787,UK,21/09/2021,William Andrade,9,3,9
4788,MEX,10/5/21,Richard Gutierrez,5,2,9
4789,US,24/10/2021,Shawn Hayes,10,4,8
4790,US,21/07/2021,Erin Romero,7,3,8
4791,UK,14/07/2021,Kathleen Morales,7,3,8
4792,MEX,20/12/2021,Linda Skinner,12,4,7
4793,MEX,16/12/2021,Roger Graves,12,4,10
4794,MEX,18/04/2021,Rachel Wagner,4,2,9
4795,MEX,20/07/2021,Julie Horn,7,3,7
4796,US,21/01/2021,Susan Jimenez,1,1,10
4797,US,3/10/21,Angela Perez,10,4,9
4798,US,25/06/2021,Rachael Cooley,6,2,3
4799,UK,13/05/2021,Dennis Moore,5,2,10
4800,UK,5/7/21,Gary Vance,7,3,10
4801,US,26/08/2021,Felicia Cabrera,8,3,8
4802,MEX,5/8/21,Fernando Robinson,8,3,0
4803,US,31/03/2021,Steven Rogers,3,1,10
4804,US,15/01/2021,Michael Williams,1,1,9
4805,US,6/11/21,Amy Castillo,11,4,10
4806,US,6/7/21,Ashley Logan,7,3,4
4807,US,28/06/2021,Mr. Mitchell Walker,6,2,10
4808,US,12/5/21,Rebecca Holt,5,2,9
4809,US,12/12/21,Erika Owens,12,4,8
4810,US,18/09/2021,Denise White,9,3,1
4811,US,17/10/2021,Michael White,10,4,2
4812,US,27/05/2021,Aimee Mendoza,5,2,9
4813,US,22/04/2021,Mike Abbott,4,2,0
4814,US,25/04/2021,Sarah Bentley,4,2,8
4815,UK,11/5/21,Melissa Jackson,5,2,10
4816,MEX,17/05/2021,Alexander Lopez II,5,2,1
4817,US,30/07/2021,Mark Perry,7,3,10
4818,UK,19/10/2021,Kenneth Walton,10,4,10
4819,UK,19/05/2021,Chad Webster,5,2,10
4820,UK,6/5/21,Joseph Newman,5,2,6
4821,US,15/08/2021,Corey Miller,8,3,9
4822,US,5/2/21,Justin Smith,2,1,10
4823,MEX,18/10/2021,Kayla Leblanc,10,4,8
4824,MEX,6/5/21,Heather Austin,5,2,10
4825,UK,16/03/2021,Daniel Ingram,3,1,10
4826,US,3/7/21,Nicholas Meadows,7,3,1
4827,MEX,2/3/21,Sonya Melendez,3,1,10
4828,MEX,26/01/2021,Jacqueline Wilson,1,1,0
4829,US,20/05/2021,Christopher Riley,5,2,7
4830,US,8/5/21,Jennifer Jimenez,5,2,8
4831,UK,13/11/2021,Mrs. Maria Knight,11,4,8
4832,MEX,16/05/2021,Erica Mitchell,5,2,10
4833,UK,18/03/2021,Jason Hoover,3,1,0
4834,MEX,30/08/2021,Patrick Armstrong,8,3,9
4835,UK,25/05/2021,Shannon Oliver,5,2,3
4836,MEX,15/05/2021,Shelby Waller,5,2,8
4837,US,26/01/2021,Mark Alvarez,1,1,3
4838,MEX,11/6/21,Christopher Elliott,6,2,8
4839,US,5/9/21,Larry Walker,9,3,9
4840,US,12/11/21,Ashley Hernandez,11,4,9
4841,US,19/08/2021,Donna Davis,8,3,2
4842,MEX,11/12/21,Dylan Cook,12,4,7
4843,UK,18/06/2021,Matthew Ferguson,6,2,8
4844,UK,6/6/21,Kristen Torres,6,2,5
4845,UK,25/09/2021,Jennifer Donovan,9,3,1
4846,MEX,29/07/2021,Michele Johnson,7,3,8
4847,UK,24/02/2021,Jasmine Lucas,2,1,10
4848,MEX,26/09/2021,Chelsea Black,9,3,8
4849,MEX,8/6/21,Melissa Green,6,2,0
4850,US,10/5/21,Nichole Walker,5,2,10
4851,MEX,16/08/2021,Shawn Ramos,8,3,0
4852,UK,14/05/2021,Mr. Alejandro Boyle,5,2,5
4853,UK,26/04/2021,Jonathan Cooper MD,4,2,5
4854,MEX,18/07/2021,Chad Drake,7,3,1
4855,MEX,7/2/21,Renee Sullivan,2,1,0
4856,UK,26/05/2021,Charles Obrien,5,2,9
4857,MEX,28/12/2021,Christina Norton,12,4,10
4858,US,6/7/21,Debra Hardin,7,3,10
4859,MEX,19/04/2021,Yolanda Wheeler,4,2,8
4860,UK,6/3/21,Daniel Wolf,3,1,10
4861,UK,29/12/2021,Jennifer Williams,12,4,3
4862,UK,27/10/2021,William Heath,10,4,1
4863,UK,28/07/2021,Jeremy Rodriguez,7,3,3
4864,UK,26/03/2021,Michael James,3,1,10
4865,UK,23/09/2021,Douglas Watkins,9,3,10
4866,UK,18/05/2021,Nicholas Mendoza,5,2,5
4867,MEX,29/06/2021,Ethan Krause,6,2,9
4868,US,2/11/21,Janice Ramirez,11,4,9
4869,MEX,6/7/21,Daniel Campbell,7,3,0
4870,UK,12/5/21,Lauren Carroll,5,2,10
4871,US,13/08/2021,Todd Frank DVM,8,3,8
4872,MEX,28/11/2021,Robin Gonzales,11,4,6
4873,US,9/4/21,David Davis,4,2,10
4874,MEX,11/4/21,Erika Ortiz,4,2,2
4875,MEX,27/11/2021,Alexandra Kelley,11,4,9
4876,UK,7/5/21,Lori Watson,5,2,8
4877,MEX,17/08/2021,James Hodges,8,3,7
4878,UK,22/07/2021,Tami Guerrero,7,3,8
4879,MEX,28/10/2021,Cody Willis,10,4,7
4880,UK,6/7/21,Kimberly Hill,7,3,10
4881,UK,11/6/21,Brittany Lindsey,6,2,8
4882,UK,16/02/2021,Terry Hopkins,2,1,0
4883,MEX,16/04/2021,Justin Brown,4,2,10
4884,US,7/2/21,Robert Hunter,2,1,9
4885,US,28/04/2021,Christopher Woodward,4,2,8
4886,MEX,19/03/2021,Heather Vincent,3,1,5
4887,MEX,26/07/2021,Robin May,7,3,0
4888,US,13/03/2021,William Robles,3,1,9
4889,MEX,9/6/21,William Black,6,2,1
4890,UK,14/09/2021,Kristen Thompson,9,3,4
4891,US,19/03/2021,Ryan Brown,3,1,10
4892,UK,12/11/21,Sara Nelson,11,4,9
4893,MEX,22/07/2021,Michael Wilkinson,7,3,10
4894,US,7/4/21,Susan Ball,4,2,1
4895,US,5/7/21,Daisy Davis,7,3,9
4896,UK,8/5/21,Eric Wells,5,2,10
4897,US,18/02/2021,Gina Kelley,2,1,10
4898,MEX,28/04/2021,Adam Burnett,4,2,10
4899,MEX,12/3/21,Allen Anderson,3,1,3
4900,UK,16/10/2021,Micheal Reilly,10,4,6
4901,MEX,8/4/21,Brent Pineda,4,2,9
4902,US,12/3/21,Yvonne Taylor,3,1,9
4903,MEX,14/03/2021,Heather Kelly,3,1,10
4904,MEX,18/05/2021,Scott Gordon,5,2,9
4905,US,4/8/21,Matthew Arias,8,3,0
4906,MEX,27/12/2021,Ruth Sanchez,12,4,10
4907,US,14/03/2021,Kelly Martinez,3,1,10
4908,UK,24/02/2021,Brandy Copeland,2,1,0
4909,UK,9/2/21,Edward Winters,2,1,10
4910,US,15/02/2021,Alyssa Gonzales,2,1,10
4911,UK,16/09/2021,Adrian Rodriguez,9,3,7
4912,UK,7/5/21,Bryan Mann,5,2,5
4913,UK,6/2/21,Eric Parsons,2,1,8
4914,MEX,26/02/2021,Sharon Rogers,2,1,0
4915,MEX,29/07/2021,Amy Chambers,7,3,10
4916,MEX,7/6/21,Caroline Mitchell,6,2,5
4917,MEX,18/09/2021,Megan Thompson,9,3,0
4918,UK,24/08/2021,Joseph Adams,8,3,3
4919,UK,21/06/2021,Diana Hill,6,2,9
4920,MEX,4/1/21,Ian Watts,1,1,10
4921,UK,14/08/2021,William Larson,8,3,7
4922,US,8/3/21,Kelly Allen,3,1,10
4923,US,5/4/21,Natalie Davis,4,2,10
4924,US,20/11/2021,Richard Ellis,11,4,10
4925,MEX,18/07/2021,Donald Morris,7,3,10
4926,MEX,28/01/2021,Valerie Esparza,1,1,10
4927,UK,2/1/21,Margaret Foley PhD,1,1,10
4928,UK,22/03/2021,Matthew Callahan,3,1,8
4929,US,13/09/2021,Dawn Dixon,9,3,0
4930,MEX,14/10/2021,Aaron Juarez,10,4,9
4931,US,4/4/21,Victoria Banks,4,2,6
4932,US,8/3/21,John Tucker,3,1,5
4933,UK,10/8/21,Travis Jackson,8,3,10
4934,US,7/6/21,Lisa Velez,6,2,10
4935,US,9/9/21,Matthew Hansen,9,3,9
4936,UK,23/12/2021,Calvin Lopez,12,4,6
4937,MEX,29/08/2021,Susan Hill,8,3,9
4938,US,7/5/21,Heather Williams,5,2,10
4939,UK,28/02/2021,David Cook,2,1,5
4940,UK,23/04/2021,Jeffery Garza,4,2,9
4941,MEX,3/2/21,Eric Kirby,2,1,6
4942,UK,27/11/2021,Calvin Moore,11,4,5
4943,UK,31/05/2021,Rachel Tucker,5,2,0
4944,MEX,5/8/21,Ashley Petty,8,3,10
4945,MEX,6/3/21,Amanda Ortega,3,1,10
4946,MEX,1/2/21,Christine Small,2,1,9
4947,US,11/7/21,John Colon,7,3,4
4948,UK,8/6/21,Duane Pearson,6,2,9
4949,US,11/9/21,Zachary Wood,9,3,5
4950,US,3/1/21,Madeline Thomas,1,1,7
4951,US,4/6/21,Scott Good,6,2,10
4952,US,4/6/21,Jordan Martin,6,2,10
4953,MEX,30/04/2021,Ronald Hall,4,2,4
4954,UK,18/06/2021,Jennifer Allen,6,2,10
4955,UK,5/12/21,Aaron Martinez,12,4,5
4956,MEX,1/3/21,Zachary Medina,3,1,10
4957,MEX,16/10/2021,Karen Frey,10,4,10
4958,US,8/5/21,Charles Davis,5,2,8
4959,MEX,26/08/2021,Ryan Durham,8,3,9
4960,MEX,14/03/2021,Justin Wilson,3,1,0
4961,US,16/03/2021,James Parker,3,1,10
4962,UK,30/09/2021,Ronald Richards,9,3,4
4963,UK,15/01/2021,Mrs. Amanda Anderson DDS,1,1,8
4964,US,13/08/2021,April Martinez,8,3,10
4965,UK,4/7/21,Henry Ferguson,7,3,0
4966,MEX,17/03/2021,Jared Duncan,3,1,7
4967,UK,1/1/21,William Sandoval,1,1,8
4968,UK,29/10/2021,Jill Reynolds,10,4,8
4969,UK,5/2/21,Laura Fisher,2,1,7
4970,US,10/6/21,Sarah York,6,2,3
4971,US,6/8/21,Devin Fisher,8,3,10
4972,US,26/10/2021,Shawn Rodriguez,10,4,0
4973,MEX,27/12/2021,Tracy Mccarty,12,4,10
4974,US,2/1/21,Frederick Hancock,1,1,10
4975,US,28/04/2021,Sandra Ortiz,4,2,0
4976,MEX,14/05/2021,Anthony Campbell,5,2,10
4977,UK,10/9/21,Gabriella Macdonald,9,3,4
4978,MEX,10/1/21,Jeremy Wright,1,1,10
4979,US,23/12/2021,Shari Martin PhD,12,4,10
4980,UK,30/06/2021,Luis Hunter,6,2,10
4981,UK,4/11/21,James Baldwin,11,4,10
4982,MEX,12/3/21,John Villarreal,3,1,8
4983,MEX,10/1/21,Michael Paul,1,1,9
4984,US,18/03/2021,Stephanie Perez,3,1,1
4985,MEX,24/07/2021,Derrick Simpson,7,3,10
4986,MEX,5/12/21,Danielle Saunders,12,4,0
4987,UK,9/11/21,Philip Clayton,11,4,2
4988,UK,27/01/2021,Valerie Mack,1,1,10
4989,US,3/1/21,Edward Stein,1,1,0
4990,UK,20/07/2021,Nathan Myers,7,3,10
4991,MEX,31/03/2021,Douglas Smith,3,1,9
4992,UK,26/12/2021,Anne Cooper,12,4,10
4993,US,23/02/2021,Rebecca Gordon,2,1,10
4994,MEX,20/06/2021,Anthony Arnold,6,2,8
4995,MEX,5/11/21,Amber Calderon,11,4,10
4996,MEX,25/02/2021,Michael Ford,2,1,8
4997,UK,7/2/21,Angela Fleming,2,1,4
4998,UK,18/06/2021,William Kennedy,6,2,10
4999,UK,1/7/21,Anthony Soto,7,3,8
5000,UK,19/01/2021,Jamie Garza,1,1,8
5001,US,6/4/21,Ruth Morris,4,2,1
5002,UK,7/3/21,Maria Beck,3,1,10
5003,UK,25/11/2021,Bryan Oliver,11,4,10
5004,US,12/8/21,Sonya Townsend,8,3,6
5005,UK,25/12/2021,Christian Alvarado,12,4,10
5006,US,22/05/2021,Roberto Rodriguez,5,2,8
5007,US,26/02/2021,Michael Sheppard,2,1,3
5008,US,6/11/21,James Kim,11,4,10
5009,MEX,30/07/2021,Rebecca Williams,7,3,9
5010,US,14/03/2021,Anne Fernandez,3,1,10
5011,UK,4/1/21,Henry Davis,1,1,9
5012,MEX,16/07/2021,Robert Jones,7,3,9
5013,US,22/05/2021,Holly Murillo,5,2,1
5014,US,25/12/2021,James Cabrera,12,4,0
5015,US,16/08/2021,Richard Bauer,8,3,10
5016,MEX,15/10/2021,Brian Pace,10,4,9
5017,MEX,6/5/21,Mrs. Jennifer Stevens,5,2,10
5018,UK,24/09/2021,Lisa Hudson,9,3,9
5019,MEX,22/08/2021,Billy Burton,8,3,9
5020,MEX,13/10/2021,Shaun Finley,10,4,8
5021,MEX,1/4/21,Carol Taylor,4,2,8
5022,MEX,6/7/21,Janet Mccullough,7,3,9
5023,UK,31/01/2021,Christopher Perry,1,1,4
5024,UK,4/7/21,Jeanette Small,7,3,5
5025,US,14/07/2021,Kayla Pierce,7,3,10
5026,MEX,8/5/21,Theodore Baker,5,2,9
5027,MEX,9/8/21,Raymond Anderson,8,3,10
5028,MEX,16/04/2021,Joseph Morton,4,2,7
5029,MEX,20/06/2021,Timothy Coleman,6,2,0
5030,US,24/11/2021,Amber Eaton,11,4,10
5031,US,31/10/2021,Tim Peterson,10,4,10
5032,US,15/05/2021,Nicole Arnold,5,2,5
5033,US,9/1/21,Christopher Garcia,1,1,10
5034,MEX,28/09/2021,Christopher Wilkins,9,3,10
5035,MEX,2/9/21,Jaime Hall,9,3,0
5036,MEX,20/01/2021,Charles Pitts,1,1,9
5037,UK,7/9/21,Eric Kemp,9,3,10
5038,UK,18/10/2021,Tiffany Kerr,10,4,9
5039,MEX,14/11/2021,Christopher Dennis,11,4,10
5040,UK,15/12/2021,Cynthia Bailey,12,4,5
5041,US,18/10/2021,David Chapman,10,4,7
5042,UK,18/12/2021,Stacy Sims,12,4,8
5043,UK,26/06/2021,Barbara Higgins,6,2,3
5044,UK,7/1/21,Joan Tate,1,1,8
5045,UK,6/5/21,David Ortega,5,2,4
5046,MEX,1/6/21,Brian Adams,6,2,0
5047,MEX,27/08/2021,Jeremy Gill,8,3,8
5048,MEX,28/08/2021,Lisa Holmes,8,3,10
5049,US,1/7/21,Alex Rivera,7,3,9
5050,US,18/01/2021,Robert Bush,1,1,0
5051,UK,19/11/2021,Sarah Burton,11,4,10
5052,UK,29/12/2021,Derek Smith,12,4,9
5053,UK,23/07/2021,John Smith,7,3,6
5054,MEX,14/05/2021,Tabitha Davis,5,2,5
5055,MEX,6/6/21,Kerri Smith,6,2,10
5056,MEX,4/4/21,Kylie Gonzalez,4,2,10
5057,US,27/10/2021,Jennifer Riley,10,4,0
5058,US,16/08/2021,Jill Zavala,8,3,10
5059,MEX,10/6/21,Gregory Vargas,6,2,1
5060,UK,18/03/2021,Felicia Salazar,3,1,10
5061,UK,9/11/21,Chelsea Kramer,11,4,10
5062,MEX,31/05/2021,Mary Ingram,5,2,8
5063,UK,26/06/2021,Courtney Garcia,6,2,10
5064,MEX,6/4/21,Christopher Baxter,4,2,4
5065,UK,11/12/21,Johnathan Hayes,12,4,6
5066,MEX,19/04/2021,Gary Sanders,4,2,8
5067,MEX,2/5/21,Kimberly Sawyer,5,2,9
5068,US,5/4/21,Tanya Ford,4,2,7
5069,US,15/10/2021,Jessica Castaneda,10,4,10
5070,MEX,27/04/2021,Kathleen Holmes,4,2,9
5071,UK,16/09/2021,Joshua Morrison,9,3,2
5072,UK,30/04/2021,Bobby Boyd,4,2,9
5073,MEX,27/09/2021,Daniel Goodman,9,3,8
5074,UK,8/2/21,Anthony Benson,2,1,9
5075,US,4/9/21,Emily Mccullough,9,3,10
5076,UK,16/04/2021,Brenda Brooks,4,2,10
5077,MEX,15/12/2021,Gabriela Watkins,12,4,10
5078,US,23/11/2021,Anne Hicks,11,4,9
5079,UK,7/11/21,Christopher Walters,11,4,10
5080,US,30/04/2021,Laura Good,4,2,9
5081,US,11/5/21,Melinda Sampson,5,2,0
5082,MEX,10/4/21,Kelly Hopkins,4,2,0
5083,UK,7/12/21,Amy Buchanan,12,4,8
5084,UK,28/06/2021,Samantha Patrick,6,2,10
5085,MEX,11/2/21,Brandon Moore,2,1,0
5086,UK,18/03/2021,John Bentley,3,1,7
5087,MEX,23/10/2021,David Mcmahon,10,4,10
5088,US,12/5/21,Sandra Perez,5,2,10
5089,MEX,28/05/2021,Susan Owens,5,2,8
5090,UK,28/03/2021,John Huffman,3,1,9
5091,US,22/05/2021,Joshua White,5,2,10
5092,MEX,19/07/2021,Edwin Wilson,7,3,10
5093,MEX,14/12/2021,Douglas Johnston,12,4,10
5094,MEX,1/12/21,Craig Mitchell,12,4,10
5095,US,6/1/21,Abigail Flores,1,1,5
5096,US,22/09/2021,Sandra Blake,9,3,8
5097,UK,10/7/21,Mike Bryan,7,3,10
5098,US,31/08/2021,William Stark,8,3,8
5099,US,13/03/2021,William Jensen,3,1,10
5100,MEX,14/02/2021,Christopher Clark,2,1,8
5101,UK,15/08/2021,Brandi West,8,3,8
5102,UK,18/01/2021,Timothy Dyer,1,1,1
5103,MEX,11/2/21,Jason Lyons,2,1,10
5104,MEX,17/10/2021,Mr. James Yoder Jr.,10,4,10
5105,MEX,11/2/21,David Johnson,2,1,10
5106,UK,1/10/21,Juan Maxwell,10,4,0
5107,US,4/10/21,Scott Choi,10,4,5
5108,UK,9/6/21,Renee Moore,6,2,3
5109,US,30/12/2021,Jeremy Anderson,12,4,10
5110,MEX,26/09/2021,David Sosa,9,3,10
5111,UK,28/08/2021,Alyssa Walter,8,3,8
5112,US,12/11/21,Jamie Wilson,11,4,2
5113,UK,23/09/2021,Victoria Rodriguez,9,3,10
5114,MEX,22/02/2021,Russell Ingram,2,1,9
5115,UK,12/12/21,Carol Moore,12,4,6
5116,MEX,17/09/2021,Vincent Williams,9,3,10
5117,UK,23/08/2021,Christopher Ryan,8,3,5
5118,UK,25/12/2021,Vincent Manning,12,4,6
5119,UK,7/10/21,Tara Adams,10,4,10
5120,UK,16/10/2021,Julie Levine,10,4,6
5121,UK,19/11/2021,Billy King,11,4,10
5122,UK,6/8/21,Tyler Hansen,8,3,9
5123,US,11/8/21,Joseph Silva,8,3,6
5124,UK,19/05/2021,Melanie Macdonald,5,2,8
5125,US,6/7/21,Heidi Henderson,7,3,9
5126,US,6/10/21,Ashley Peterson,10,4,9
5127,UK,5/1/21,Jeffrey Romero,1,1,1
5128,UK,12/1/21,Denise Jefferson,1,1,10
5129,US,28/01/2021,Nathan Harris,1,1,7
5130,UK,4/10/21,Daniel Skinner,10,4,10
5131,US,7/1/21,Amanda Alvarez,1,1,7
5132,MEX,20/01/2021,William Miller,1,1,8
5133,UK,3/7/21,Adrienne Rowe,7,3,10
5134,UK,22/11/2021,Leslie Delgado,11,4,9
5135,UK,1/2/21,Alexandra Johnson,2,1,10
5136,UK,18/09/2021,Aaron Giles,9,3,10
5137,MEX,22/10/2021,Catherine Nelson,10,4,8
5138,US,4/1/21,Debra Long,1,1,5
5139,US,10/1/21,Kimberly Allen,1,1,5
5140,UK,13/10/2021,Kenneth Conway,10,4,6
5141,UK,5/6/21,David Weaver,6,2,10
5142,MEX,1/8/21,Kenneth Galvan,8,3,6
5143,MEX,11/7/21,Brandon Johnson,7,3,6
5144,UK,29/04/2021,Jackson Ali,4,2,10
5145,MEX,28/07/2021,Daniel Cox,7,3,8
5146,UK,6/9/21,Jean Hernandez,9,3,9
5147,MEX,11/6/21,Mario Miller,6,2,8
5148,UK,22/06/2021,Jacob Smith,6,2,8
5149,US,29/06/2021,Valerie Mitchell,6,2,9
5150,MEX,11/2/21,Stephanie Flynn,2,1,1
5151,UK,13/07/2021,Noah White,7,3,5
5152,US,6/8/21,Melissa Wilcox,8,3,8
5153,MEX,29/09/2021,Nicole Powell,9,3,9
5154,US,5/1/21,Steven Scott,1,1,3
5155,US,21/02/2021,Kimberly Martin,2,1,7
5156,UK,8/5/21,Allison Butler,5,2,7
5157,UK,11/12/21,Dana Howard,12,4,3
5158,US,14/09/2021,Timothy Wright,9,3,3
5159,US,14/03/2021,Bryan Carter,3,1,10
5160,US,27/01/2021,Stephen Freeman,1,1,10
5161,UK,7/8/21,Kayla Beltran,8,3,5
5162,UK,3/5/21,Mr. Lucas Mcdonald,5,2,5
5163,MEX,25/11/2021,Alyssa Mccarty,11,4,9
5164,UK,28/01/2021,Amanda Sweeney,1,1,6
5165,MEX,4/6/21,Valerie Gardner,6,2,4
5166,MEX,15/12/2021,Douglas Ryan,12,4,8
5167,MEX,4/5/21,Mrs. Shannon Lamb,5,2,7
5168,US,3/11/21,Brittany Harvey,11,4,7
5169,UK,5/12/21,Jamie Simmons,12,4,9
5170,US,13/08/2021,Lisa Horton,8,3,10
5171,MEX,9/2/21,Michael Marquez,2,1,8
5172,US,20/05/2021,Cassandra Stephenson,5,2,8
5173,UK,29/07/2021,Christopher Davis,7,3,7
5174,US,1/10/21,Brittany Reese,10,4,5
5175,US,8/4/21,Heidi Williams,4,2,10
5176,US,21/05/2021,Brett Potter,5,2,0
5177,UK,15/02/2021,Brittany Gentry,2,1,10
5178,US,8/4/21,Joseph Crawford,4,2,10
5179,US,22/06/2021,Patrick Fuentes,6,2,2
5180,MEX,26/05/2021,Stephanie Simpson,5,2,10
5181,MEX,14/05/2021,Amanda Lopez,5,2,9
5182,MEX,16/09/2021,Benjamin Herman,9,3,6
5183,UK,23/04/2021,Rebecca Hudson,4,2,5
5184,US,21/02/2021,Tara Odonnell,2,1,10
5185,MEX,1/11/21,Matthew Guzman,11,4,10
5186,UK,21/05/2021,Hannah Morris,5,2,5
5187,MEX,4/4/21,Debbie Smith,4,2,10
5188,MEX,3/7/21,Crystal Morales,7,3,9
5189,US,28/10/2021,Gilbert Gallegos,10,4,10
5190,US,24/02/2021,Angela Avila,2,1,10
5191,MEX,15/02/2021,Michael Moore,2,1,7
5192,MEX,12/3/21,Colleen Hunter,3,1,0
5193,MEX,21/09/2021,Mr. Derek Marshall,9,3,8
5194,MEX,24/11/2021,Sarah Wilkerson,11,4,3
5195,UK,28/10/2021,Holly Montgomery,10,4,8
5196,UK,22/12/2021,Christian Mills,12,4,0
5197,UK,28/09/2021,Jason Solomon,9,3,7
5198,US,3/8/21,John Hatfield PhD,8,3,8
5199,MEX,29/07/2021,Evan Rhodes,7,3,10
5200,UK,18/06/2021,James Dawson,6,2,10
5201,UK,12/8/21,Shane Buchanan,8,3,8
5202,UK,18/03/2021,Christopher Miller,3,1,10
5203,UK,11/2/21,Nicholas House,2,1,5
5204,UK,4/4/21,Christopher Hunter,4,2,8
5205,MEX,21/03/2021,Nicole Clay,3,1,8
5206,MEX,6/4/21,Brian Phillips,4,2,7
5207,UK,7/7/21,Amanda Smith,7,3,9
5208,US,7/5/21,Taylor Mccormick,5,2,7
5209,US,26/04/2021,Heather Jones,4,2,7
5210,MEX,22/09/2021,Loretta Kane,9,3,9
5211,US,3/5/21,Steve Reed,5,2,10
5212,US,14/05/2021,Sarah Kent,5,2,0
5213,US,22/12/2021,Dominique King,12,4,7
5214,UK,7/3/21,Daniel Schultz,3,1,9
5215,UK,3/8/21,Brian Walker,8,3,1
5216,MEX,12/1/21,Jessica Watson,1,1,9
5217,MEX,10/9/21,Brandon Lee,9,3,0
5218,UK,22/01/2021,Alexis May,1,1,5
5219,US,8/2/21,Jeffery Brown,2,1,3
5220,UK,17/12/2021,Joshua Ortiz,12,4,0
5221,MEX,28/08/2021,Christine Smith,8,3,5
5222,UK,19/02/2021,Erica Jimenez,2,1,10
5223,US,21/11/2021,Vernon Davis,11,4,10
5224,US,25/06/2021,Mary Franklin,6,2,7
5225,UK,4/11/21,Eric Lucas,11,4,1
5226,UK,28/12/2021,Christopher Nielsen,12,4,10
5227,UK,9/8/21,Susan Johnson,8,3,9
5228,US,30/09/2021,Rhonda Hernandez,9,3,9
5229,UK,18/08/2021,Crystal Potter,8,3,8
5230,UK,12/9/21,James Kline,9,3,7
5231,UK,10/12/21,Lisa Elliott,12,4,8
5232,MEX,15/10/2021,Toni Sosa,10,4,10
5233,US,17/03/2021,Yesenia Anderson,3,1,9
5234,UK,12/2/21,Ashley Gonzales,2,1,6
5235,MEX,13/12/2021,Ashley Stevens,12,4,8
5236,MEX,18/02/2021,Jamie Olson,2,1,5
5237,MEX,16/11/2021,Thomas Farmer,11,4,9
5238,MEX,19/08/2021,Amy Fox,8,3,0
5239,US,3/7/21,Amanda Hardy,7,3,9
5240,US,23/11/2021,Kerry James,11,4,0
5241,US,24/02/2021,Ronald Curtis,2,1,8
5242,MEX,25/11/2021,Charles Lozano,11,4,9
5243,MEX,15/09/2021,Jordan Cummings,9,3,10
5244,MEX,29/05/2021,Bridget Martinez,5,2,6
5245,US,30/05/2021,Kyle Owens,5,2,6
5246,US,17/05/2021,William Collins,5,2,5
5247,MEX,1/12/21,Lori Martinez,12,4,5
5248,UK,1/12/21,Brett Washington,12,4,10
5249,MEX,5/11/21,Mikayla Chaney,11,4,4
5250,UK,20/11/2021,Pamela Short,11,4,8
5251,US,3/11/21,Andrea Russell,11,4,10
5252,MEX,25/04/2021,Elizabeth Perez,4,2,10
5253,UK,30/06/2021,Benjamin Gomez III,6,2,0
5254,US,3/11/21,Kerri Brooks,11,4,1
5255,UK,28/12/2021,Kevin Knight,12,4,8
5256,MEX,17/10/2021,Dylan Nelson,10,4,8
5257,US,20/10/2021,Ronnie Williams,10,4,9
5258,UK,21/09/2021,Zachary Gray,9,3,7
5259,UK,12/4/21,Amber Smith,4,2,10
5260,UK,14/03/2021,Cassandra Parsons,3,1,10
5261,UK,9/8/21,Julie Lewis,8,3,7
5262,UK,25/07/2021,Darrell Parker,7,3,10
5263,MEX,5/2/21,Caitlin Coffey,2,1,3
5264,UK,4/8/21,Melissa Burnett,8,3,6
5265,US,15/03/2021,Edward Turner,3,1,9
5266,UK,26/02/2021,James Ross,2,1,7
5267,MEX,23/12/2021,Alicia Murphy,12,4,10
5268,US,27/03/2021,Brian Francis,3,1,0
5269,US,18/10/2021,Michael Singh,10,4,8
5270,US,6/6/21,Thomas Jones,6,2,0
5271,MEX,6/11/21,Olivia James,11,4,9
5272,US,28/08/2021,Jeffrey Blevins,8,3,7
5273,US,9/9/21,Lawrence Ward,9,3,10
5274,UK,4/5/21,David Short,5,2,2
5275,US,26/05/2021,Adrian Frazier,5,2,0
5276,UK,22/02/2021,Nicholas Ramos,2,1,7
5277,US,16/09/2021,James Morton,9,3,10
5278,MEX,8/3/21,Katrina Deleon,3,1,8
5279,US,28/02/2021,Nicholas Carter,2,1,10
5280,UK,30/10/2021,Timothy Franco,10,4,7
5281,MEX,20/05/2021,Vincent Nunez,5,2,8
5282,UK,3/4/21,Cathy Holmes,4,2,9
5283,MEX,3/4/21,Michael Bradley,4,2,4
5284,US,10/5/21,Patricia Barron,5,2,5
5285,UK,11/10/21,Emily Martin,10,4,5
5286,US,14/07/2021,Julie Jones,7,3,10
5287,MEX,26/12/2021,Shannon Webb,12,4,0
5288,UK,4/7/21,Erica Pugh,7,3,9
5289,UK,1/1/21,Derek Kelly,1,1,10
5290,MEX,25/04/2021,David Johnson,4,2,0
5291,UK,23/06/2021,Eric Baker,6,2,0
5292,UK,16/07/2021,Nancy Harrison,7,3,10
5293,US,18/07/2021,Michelle Davis,7,3,8
5294,UK,22/09/2021,Rebekah Tran,9,3,6
5295,UK,10/10/21,Virginia West,10,4,9
5296,MEX,26/11/2021,Hunter Marks,11,4,8
